Date,State,TotalSamples,Negative,Positive,total_positive
02-01-2021,Punjab,3937741,,,960287
03-01-2021,Punjab,3955383,,,960287
04-01-2021,Punjab,3966071,,,960287
05-01-2021,Punjab,3988705,,,960287
06-01-2021,Punjab,4011514,,,960287
07-01-2021,Punjab,4033992,,,960287
08-01-2021,Punjab,4058814,,,960287
09-01-2021,Punjab,4080787,,,960287
10-01-2021,Punjab,4101234,,,960287
11-01-2021,Punjab,4111108,,,960287
12-01-2021,Punjab,4134274,,,960287
13-01-2021,Punjab,4158855,,,960287
14-01-2021,Punjab,4177959,,,960287
15-01-2021,Punjab,4197346,,,960287
16-01-2021,Punjab,4218130,,,960287
17-01-2021,Punjab,4238428,,,960287
18-01-2021,Punjab,4249101,,,960287
19-01-2021,Punjab,4271814,,,960287
20-01-2021,Punjab,4292764,,,960287
21-01-2021,Punjab,4307614,,,960287
22-01-2021,Punjab,4328277,,,960287
23-01-2021,Punjab,4348641,,,960287
24-01-2021,Punjab,4366353,,,960287
25-01-2021,Punjab,4376767,,,960287
26-01-2021,Punjab,4395884,,,960287
27-01-2021,Punjab,4404889,,,960287
28-01-2021,Punjab,4425238,,,960287
29-01-2021,Punjab,4444257,,,960287
30-01-2021,Punjab,4463437,,,960287
31-01-2021,Punjab,4482617,,,960287
01-02-2021,Punjab,4490598,,,960287
02-02-2021,Punjab,4506064,,,960287
03-02-2021,Punjab,4520789,,,960287
04-02-2021,Punjab,4538121,,,960287
05-02-2021,Punjab,4556670,,,960287
06-02-2021,Punjab,4576958,,,960287
07-02-2021,Punjab,4594107,,,960287
08-02-2021,Punjab,4603909,,,960287
09-02-2021,Punjab,4625667,,,960287
10-02-2021,Punjab,4646808,,,960287
11-02-2021,Punjab,4669167,,,960287
12-02-2021,Punjab,4689490,,,960287
13-02-2021,Punjab,4709119,,,960287
14-02-2021,Punjab,4726971,,,960287
15-02-2021,Punjab,4735787,,,960287
16-02-2021,Punjab,4755811,,,960287
17-02-2021,Punjab,4774987,,,960287
18-02-2021,Punjab,4794887,,,960287
19-02-2021,Punjab,4813220,,,960287
20-02-2021,Punjab,4833218,,,960287
21-02-2021,Punjab,4850347,,,960287
22-02-2021,Punjab,4860435,,,960287
23-02-2021,Punjab,4882164,,,960287
24-02-2021,Punjab,4902624,,,960287
25-02-2021,Punjab,4926621,,,960287
26-02-2021,Punjab,4953750,,,960287
27-02-2021,Punjab,4982773,,,960287
28-02-2021,Punjab,4999390,,,960287
01-03-2021,Punjab,5013117,,,960287
02-03-2021,Punjab,5041833,,,960287
03-03-2021,Punjab,5069381,,,960287
04-03-2021,Punjab,5097802,,,960287
05-03-2021,Punjab,5126962,,,960287
06-03-2021,Punjab,5159683,,,960287
07-03-2021,Punjab,5190528,,,960287
08-03-2021,Punjab,5205020,,,960287
09-03-2021,Punjab,5236903,,,960287
10-03-2021,Punjab,5263900,,,960287
11-03-2021,Punjab,5294288,,,960287
12-03-2021,Punjab,5313932,,,960287
13-03-2021,Punjab,5347572,,,960287
14-03-2021,Punjab,5378531,,,960287
15-03-2021,Punjab,5393825,,,960287
16-03-2021,Punjab,5427097,,,960287
17-03-2021,Punjab,5460889,,,960287
18-03-2021,Punjab,5493673,,,960287
19-03-2021,Punjab,5528559,,,960287
20-03-2021,Punjab,5566330,,,960287
21-03-2021,Punjab,5603286,,,960287
22-03-2021,Punjab,5626458,,,960287
23-03-2021,Punjab,5666257,,,960287
24-03-2021,Punjab,5703944,,,960287
25-03-2021,Punjab,5744842,,,960287
26-03-2021,Punjab,5782674,,,960287
27-03-2021,Punjab,5810694,,,960287
28-03-2021,Punjab,5848083,,,960287
29-03-2021,Punjab,5870655,,,960287
30-03-2021,Punjab,5894441,,,960287
31-03-2021,Punjab,5932096,,,960287
01-04-2021,Punjab,5972667,,,960287
02-04-2021,Punjab,6014612,,,960287
03-04-2021,Punjab,6043312,,,960287
04-04-2021,Punjab,6080083,,,960287
05-04-2021,Punjab,6101688,,,960287
06-04-2021,Punjab,6145532,,,960287
07-04-2021,Punjab,6189014,,,960287
08-04-2021,Punjab,6235386,,,960287
09-04-2021,Punjab,6270878,,,960287
10-04-2021,Punjab,6308652,,,960287
11-04-2021,Punjab,6346316,,,960287
12-04-2021,Punjab,6368902,,,960287
13-04-2021,Punjab,6407939,,,960287
14-04-2021,Punjab,6440181,,,960287
15-04-2021,Punjab,6473869,,,960287
16-04-2021,Punjab,6517986,,,960287
17-04-2021,Punjab,6561028,,,960287
18-04-2021,Punjab,6607723,,,960287
19-04-2021,Punjab,6639409,,,960287
20-04-2021,Punjab,6690798,,,960287
21-04-2021,Punjab,6744906,,,960287
22-04-2021,Punjab,6792211,,,960287
23-04-2021,Punjab,6848790,,,960287
24-04-2021,Punjab,6903246,,,960287
25-04-2021,Punjab,6961532,,,960287
26-04-2021,Punjab,6996890,,,960287
27-04-2021,Punjab,7054436,,,960287
28-04-2021,Punjab,7107801,,,960287
29-04-2021,Punjab,7163789,,,960287
30-04-2021,Punjab,7221431,,,960287
01-05-2021,Punjab,7281978,,,960287
02-05-2021,Punjab,7340768,,,960287
03-05-2021,Punjab,7377560,,,960287
04-05-2021,Punjab,7443337,,,960287
05-05-2021,Punjab,7510673,,,960287
06-05-2021,Punjab,7574249,,,960287
07-05-2021,Punjab,7642667,,,960287
08-05-2021,Punjab,7707585,,,960287
09-05-2021,Punjab,7767351,,,960287
10-05-2021,Punjab,7805157,,,960287
11-05-2021,Punjab,7868067,,,960287
12-05-2021,Punjab,7932936,,,960287
13-05-2021,Punjab,8001745,,,960287
14-05-2021,Punjab,8072800,,,960287
15-05-2021,Punjab,8140404,,,960287
16-05-2021,Punjab,8212826,,,960287
17-05-2021,Punjab,8273820,,,960287
18-05-2021,Punjab,8337236,,,960287
19-05-2021,Punjab,8410481,,,960287
20-05-2021,Punjab,8482144,,,960287
21-05-2021,Punjab,8556117,,,960287
22-05-2021,Punjab,8636245,,,960287
23-05-2021,Punjab,8719503,,,960287
24-05-2021,Punjab,8775622,,,960287
25-05-2021,Punjab,8850305,,,960287
26-05-2021,Punjab,8925740,,,960287
27-05-2021,Punjab,9001438,,,960287
28-05-2021,Punjab,9074280,,,960287
29-05-2021,Punjab,9142425,,,960287
30-05-2021,Punjab,9209841,,,960287
31-05-2021,Punjab,9256146,,,960287
01-06-2021,Punjab,9325491,,,960287
02-06-2021,Punjab,9393735,,,960287
03-06-2021,Punjab,9462776,,,960287
04-06-2021,Punjab,9530712,,,960287
05-06-2021,Punjab,9598059,,,960287
06-06-2021,Punjab,9660801,,,960287
07-06-2021,Punjab,9698676,,,960287
08-06-2021,Punjab,9762160,,,960287
09-06-2021,Punjab,9823991,,,960287
10-06-2021,Punjab,9880737,,,960287
11-06-2021,Punjab,9941391,,,960287
12-06-2021,Punjab,9996859,,,960287
13-06-2021,Punjab,10051022,,,960287
14-06-2021,Punjab,10083279,,,960287
15-06-2021,Punjab,10136118,,,960287
16-06-2021,Punjab,10188326,,,960287
17-06-2021,Punjab,10245131,,,960287
18-06-2021,Punjab,10301323,,,960287
19-06-2021,Punjab,10356036,,,960287
20-06-2021,Punjab,10412909,,,960287
21-06-2021,Punjab,10445775,,,960287
22-06-2021,Punjab,10501071,,,960287
23-06-2021,Punjab,10558558,,,960287
24-06-2021,Punjab,10614550,,,960287
25-06-2021,Punjab,10656459,,,960287
26-06-2021,Punjab,10712980,,,960287
27-06-2021,Punjab,10764272,,,960287
28-06-2021,Punjab,10795548,,,960287
29-06-2021,Punjab,10847309,,,960287
30-06-2021,Punjab,10896152,,,960287
01-07-2021,Punjab,10947245,,,960287
02-07-2021,Punjab,10995612,,,960287
03-07-2021,Punjab,11040759,,,960287
04-07-2021,Punjab,11081636,,,960287
05-07-2021,Punjab,11107570,,,960287
06-07-2021,Punjab,11155450,,,960287
07-04-2020,Rajasthan,17638,16401,363,363
08-04-2020,Rajasthan,17638,16401,363,726
09-04-2020,Rajasthan,19107,17851,463,1189
10-04-2020,Rajasthan,22349,20698,561,1750
11-04-2020,Rajasthan,24857,22583,678,2428
12-04-2020,Rajasthan,28505,25105,796,3224
13-04-2020,Rajasthan,31804,28657,847,4071
14-04-2020,Rajasthan,34928,29376,1005,5076
15-04-2020,Rajasthan,37860,31902,1076,6152
16-04-2020,Rajasthan,40778,33739,1101,7253
17-04-2020,Rajasthan,42847,36153,1229,8482
18-04-2020,Rajasthan,47197,39092,1282,9764
19-04-2020,Rajasthan,51614,43537,1478,11242
20-04-2020,Rajasthan,57290,47657,1576,12818
21-04-2020,Rajasthan,61492,54100,1735,14553
22-04-2020,Rajasthan,66257,58552,1888,16441
23-04-2020,Rajasthan,69764,63485,1964,18405
24-04-2020,Rajasthan,74484,68133,2034,20439
25-04-2020,Rajasthan,78993,71806,2083,22522
26-04-2020,Rajasthan,82942,75670,2185,24707
27-04-2020,Rajasthan,87777,80830,2262,26969
28-04-2020,Rajasthan,92506,85834,2364,29333
29-04-2020,Rajasthan,97790,90108,2438,31771
30-04-2020,Rajasthan,103704,,2584,34355
01-05-2020,Rajasthan,108543,100277,2666,37021
02-05-2020,Rajasthan,113934,104705,2720,39741
03-05-2020,Rajasthan,120240,112345,2886,42627
04-05-2020,Rajasthan,129258,122513,3061,45688
05-05-2020,Rajasthan,134987,128297,3158,48846
06-05-2020,Rajasthan,139580,134172,3317,52163
07-05-2020,Rajasthan,145510,139830,3427,55590
08-05-2020,Rajasthan,152245,146198,3579,59169
09-05-2020,Rajasthan,159157,152296,3708,62877
10-05-2020,Rajasthan,166424,158830,3814,66691
11-05-2020,Rajasthan,176130,168546,3988,70679
12-05-2020,Rajasthan,185610,,4126,74805
13-05-2020,Rajasthan,194683,186125,4328,79133
14-05-2020,Rajasthan,204243,197269,4534,83667
15-05-2020,Rajasthan,212317,203770,4747,88414
16-05-2020,Rajasthan,221439,213395,4960,93374
17-05-2020,Rajasthan,231946,221764,5202,98576
18-05-2020,Rajasthan,243476,234165,5375,103951
19-05-2020,Rajasthan,254533,244955,5845,109796
20-05-2020,Rajasthan,265555,254128,6015,115811
21-05-2020,Rajasthan,275974,266687,6227,122038
22-05-2020,Rajasthan,287164,277744,6494,128532
23-05-2020,Rajasthan,303935,292384,6657,135189
24-05-2020,Rajasthan,317067,306209,7028,142217
25-05-2020,Rajasthan,327836,318146,7300,149517
26-05-2020,Rajasthan,337159,326368,7536,157053
27-05-2020,Rajasthan,350600,338611,7816,164869
28-05-2020,Rajasthan,365556,351861,8067,172936
29-05-2020,Rajasthan,379315,365925,8365,181301
30-05-2020,Rajasthan,395490,382315,8617,189918
31-05-2020,Rajasthan,409777,396789,8831,198749
01-06-2020,Rajasthan,425184,411965,9100,207849
02-06-2020,Rajasthan,440789,428471,9373,217222
03-06-2020,Rajasthan,454788,440850,9652,226874
04-06-2020,Rajasthan,467129,451826,9862,236736
05-06-2020,Rajasthan,480910,465349,10084,246820
06-06-2020,Rajasthan,494480,478366,10337,257157
07-06-2020,Rajasthan,506784,491233,10599,267756
08-06-2020,Rajasthan,518350,503208,10876,278632
09-06-2020,Rajasthan,530031,515872,11245,289877
10-06-2020,Rajasthan,543312,527864,11600,301477
11-06-2020,Rajasthan,558064,542256,11838,313315
12-06-2020,Rajasthan,571543,556040,12068,325383
13-06-2020,Rajasthan,584954,569314,12401,337784
14-06-2020,Rajasthan,598920,583279,12694,350478
15-06-2020,Rajasthan,609296,594991,12981,363459
16-06-2020,Rajasthan,622334,606279,13216,376675
17-06-2020,Rajasthan,637937,620217,13542,390217
18-06-2020,Rajasthan,654816,636216,13857,404074
19-06-2020,Rajasthan,667643,650510,14156,418230
20-06-2020,Rajasthan,683017,664383,14537,432767
21-06-2020,Rajasthan,699126,680233,14930,447697
22-06-2020,Rajasthan,709592,691507,15232,462929
23-06-2020,Rajasthan,726077,706363,15627,478556
24-06-2020,Rajasthan,740855,721511,16009,494565
25-06-2020,Rajasthan,757137,737395,16296,510861
26-06-2020,Rajasthan,770174,750535,16660,527521
27-06-2020,Rajasthan,784803,764966,16944,544465
28-06-2020,Rajasthan,800214,780247,17271,561736
29-06-2020,Rajasthan,809777,789921,17660,579396
30-06-2020,Rajasthan,824213,803554,18014,597410
01-07-2020,Rajasthan,839370,818485,18312,615722
02-07-2020,Rajasthan,854274,832738,18662,634384
03-07-2020,Rajasthan,869602,846953,19052,653436
04-07-2020,Rajasthan,889355,865371,19532,672968
05-07-2020,Rajasthan,909132,884457,20164,693132
06-07-2020,Rajasthan,920600,896508,20688,713820
07-07-2020,Rajasthan,940758,915326,21404,735224
08-07-2020,Rajasthan,963454,936065,22063,757287
09-07-2020,Rajasthan,987272,960369,22563,779850
10-07-2020,Rajasthan,1009195,981938,23174,803024
11-07-2020,Rajasthan,1032198,1003903,23748,826772
12-07-2020,Rajasthan,1054080,1025295,24392,851164
13-07-2020,Rajasthan,1068283,1039250,24936,876100
14-07-2020,Rajasthan,1096696,1065910,25571,901671
15-07-2020,Rajasthan,1123902,1091930,26437,928108
16-07-2020,Rajasthan,1151952,1119188,27174,955282
17-07-2020,Rajasthan,1175379,1142148,27789,983071
18-07-2020,Rajasthan,1204676,1169662,28500,1011571
19-07-2020,Rajasthan,1231760,1195328,29434,1041005
20-07-2020,Rajasthan,1244387,1207571,30390,1071395
21-07-2020,Rajasthan,1270376,1232900,31373,1102768
22-07-2020,Rajasthan,1298218,1259602,32334,1135102
23-07-2020,Rajasthan,1325580,1285878,33220,1168322
24-07-2020,Rajasthan,1349544,1309112,34178,1202500
25-07-2020,Rajasthan,1377850,1335929,35298,1237798
26-07-2020,Rajasthan,1403124,1361480,36430,1274228
27-07-2020,Rajasthan,1417882,1374679,37564,1311792
28-07-2020,Rajasthan,1445240,1402268,38636,1350428
29-07-2020,Rajasthan,1473098,1429523,39780,1390208
30-07-2020,Rajasthan,1500693,1455427,40936,1431144
31-07-2020,Rajasthan,1526962,1481949,42083,1473227
01-08-2020,Rajasthan,1553942,1507518,43243,1516470
02-08-2020,Rajasthan,1570989,1525094,44410,1560880
03-08-2020,Rajasthan,1584925,1538352,45555,1606435
04-08-2020,Rajasthan,1592318,1545391,46679,1653114
05-08-2020,Rajasthan,1619744,1570626,47272,1700386
06-08-2020,Rajasthan,1651221,1600732,48996,1749382
07-08-2020,Rajasthan,1678314,1626488,50157,1799539
08-08-2020,Rajasthan,1710963,1656370,51328,1850867
09-08-2020,Rajasthan,1740732,1683981,52497,1903364
10-08-2020,Rajasthan,1754897,1699840,53670,1957034
11-08-2020,Rajasthan,1784992,1727722,,1957034
12-08-2020,Rajasthan,1820131,1759088,56100,2013134
13-08-2020,Rajasthan,1839445,1778894,57414,2070548
14-08-2020,Rajasthan,1868534,1807490,58692,2129240
15-08-2020,Rajasthan,1898595,1835625,59979,2189219
16-08-2020,Rajasthan,1913726,1850043,61296,2250515
17-08-2020,Rajasthan,1930842,1865936,62630,2313145
18-08-2020,Rajasthan,1966178,1899725,63977,2377122
19-08-2020,Rajasthan,1998912,1930213,,2377122
20-08-2020,Rajasthan,2033646,1963754,,2377122
21-08-2020,Rajasthan,2062109,1990256,67954,2445076
22-08-2020,Rajasthan,2093850,2021945,,2445076
23-08-2020,Rajasthan,2122395,2048693,,2445076
24-08-2020,Rajasthan,2137137,2063202,,2445076
25-08-2020,Rajasthan,2166744,2091316,,2445076
26-08-2020,Rajasthan,2196353,2118295,,2445076
27-08-2020,Rajasthan,2228662,2148920,,2445076
28-08-2020,Rajasthan,2254613,2174174,,2445076
29-08-2020,Rajasthan,2274901,2193549,,2445076
30-08-2020,Rajasthan,2302023,2218765,,2445076
31-08-2020,Rajasthan,2314603,2230754,,2445076
01-09-2020,Rajasthan,2343369,2257909,,2445076
02-09-2020,Rajasthan,2364613,2277602,,2445076
03-09-2020,Rajasthan,2392144,2302972,,2445076
04-09-2020,Rajasthan,2416268,2326326,,2445076
05-09-2020,Rajasthan,2443995,2352305,,2445076
06-09-2020,Rajasthan,2471540,2378102,,2445076
07-09-2020,Rajasthan,2483715,2389258,,2445076
08-09-2020,Rajasthan,2513910,2417075,,2445076
09-09-2020,Rajasthan,2542632,2444289,,2445076
10-09-2020,Rajasthan,2572191,2472374,,2445076
11-09-2020,Rajasthan,2599477,2498205,,2445076
12-09-2020,Rajasthan,2630771,2527228,,2445076
13-09-2020,Rajasthan,2658373,2553839,,2445076
14-09-2020,Rajasthan,2672224,2566267,,2445076
15-09-2020,Rajasthan,2705303,2595594,,2445076
16-09-2020,Rajasthan,2738444,2626768,,2445076
17-09-2020,Rajasthan,2767508,2654216,,2445076
18-09-2020,Rajasthan,2795479,2680626,,2445076
19-09-2020,Rajasthan,2826262,2709269,,2445076
20-09-2020,Rajasthan,2856718,2739391,,2445076
21-09-2020,Rajasthan,2870267,2751165,,2445076
22-09-2020,Rajasthan,2904053,2782179,,2445076
23-09-2020,Rajasthan,2935751,2811835,,2445076
24-09-2020,Rajasthan,2968083,2842797,,2445076
25-09-2020,Rajasthan,2994763,2867910,,2445076
26-09-2020,Rajasthan,3024341,2893933,,2445076
27-09-2020,Rajasthan,3051135,2920018,,2445076
28-09-2020,Rajasthan,3062603,2929621,,2445076
29-09-2020,Rajasthan,3091105,2955369,,2445076
30-09-2020,Rajasthan,3118797,2980551,,2445076
01-10-2020,Rajasthan,3143572,3003442,,2445076
02-10-2020,Rajasthan,3165902,3023628,,2445076
03-10-2020,Rajasthan,3182409,3038596,,2445076
04-10-2020,Rajasthan,3207733,3061376,,2445076
05-10-2020,Rajasthan,3219068,3071195,,2445076
06-10-2020,Rajasthan,3245268,3094311,,2445076
07-10-2020,Rajasthan,3267575,3112877,,2445076
08-10-2020,Rajasthan,3291115,3136383,,2445076
09-10-2020,Rajasthan,3311811,3154680,,2445076
10-10-2020,Rajasthan,3335785,3176313,,2445076
11-10-2020,Rajasthan,3356935,3195594,,2445076
12-10-2020,Rajasthan,3366071,3203020,,2445076
13-10-2020,Rajasthan,3392097,3226089,,2445076
14-10-2020,Rajasthan,3414166,3246485,,2445076
15-10-2020,Rajasthan,3436121,3266766,,2445076
16-10-2020,Rajasthan,3456029,3284844,,2445076
17-10-2020,Rajasthan,3478430,3304360,,2445076
18-10-2020,Rajasthan,3490719,3315575,,2445076
19-10-2020,Rajasthan,3499421,3322097,,2445076
20-10-2020,Rajasthan,3524088,3343985,,2445076
21-10-2020,Rajasthan,3546683,3365283,,2445076
22-10-2020,Rajasthan,3568198,3385209,,2445076
23-10-2020,Rajasthan,3587537,3402531,,2445076
24-10-2020,Rajasthan,3609151,3422631,,2445076
25-10-2020,Rajasthan,3623031,3434999,,2445076
26-10-2020,Rajasthan,3631465,3441260,,2445076
27-10-2020,Rajasthan,3654738,3462427,,2445076
28-10-2020,Rajasthan,3677569,3483561,,2445076
29-10-2020,Rajasthan,3699339,3503822,,2445076
30-10-2020,Rajasthan,3718493,3521044,,2445076
31-10-2020,Rajasthan,3732880,3533901,,2445076
01-11-2020,Rajasthan,3753254,3551617,,2445076
02-11-2020,Rajasthan,3761961,3559145,,2445076
03-11-2020,Rajasthan,3785407,3580198,,2445076
04-11-2020,Rajasthan,3806335,3599886,,2445076
05-11-2020,Rajasthan,3825035,3617138,,2445076
06-11-2020,Rajasthan,3844472,3634205,,2445076
07-11-2020,Rajasthan,3865194,3652769,,2445076
08-11-2020,Rajasthan,3885562,3671577,,2445076
09-11-2020,Rajasthan,3896209,3682224,,2445076
10-11-2020,Rajasthan,3921623,3703657,,2445076
11-11-2020,Rajasthan,3943942,3724338,,2445076
12-11-2020,Rajasthan,3966824,3744714,,2445076
13-11-2020,Rajasthan,3988281,3764423,,2445076
14-11-2020,Rajasthan,4007392,3781300,,2445076
15-11-2020,Rajasthan,4015598,3787906,,2445076
16-11-2020,Rajasthan,4022884,3793329,,2445076
17-11-2020,Rajasthan,4035833,3803680,,2445076
18-11-2020,Rajasthan,4059776,3824525,,2445076
19-11-2020,Rajasthan,4091779,3854940,,2445076
20-11-2020,Rajasthan,4119378,3880547,,2445076
21-11-2020,Rajasthan,4149854,3907807,,2445076
22-11-2020,Rajasthan,4179816,3934715,,2445076
23-11-2020,Rajasthan,4194121,3946080,,2445076
24-11-2020,Rajasthan,4225732,3973287,,2445076
25-11-2020,Rajasthan,4259050,4002961,,2445076
26-11-2020,Rajasthan,4290454,4030640,,2445076
27-11-2020,Rajasthan,4322512,4059687,,2445076
28-11-2020,Rajasthan,4358971,4093818,,2445076
29-11-2020,Rajasthan,4395899,4127832,,2445076
30-11-2020,Rajasthan,4411509,4140463,,2445076
01-12-2020,Rajasthan,4435119,4162364,,2445076
02-12-2020,Rajasthan,4472909,4196748,,2445076
03-12-2020,Rajasthan,4512399,4233930,,2445076
04-12-2020,Rajasthan,4549574,4269390,,2445076
05-12-2020,Rajasthan,4586151,4303968,,2445076
06-12-2020,Rajasthan,4617606,4333657,,2445076
07-12-2020,Rajasthan,4630233,4344758,,2445076
08-12-2020,Rajasthan,4664755,4376876,,2445076
09-12-2020,Rajasthan,4694145,4404887,,2445076
10-12-2020,Rajasthan,4724809,4434303,,2445076
11-12-2020,Rajasthan,4752183,4460507,,2445076
12-12-2020,Rajasthan,4778273,4485147,,2445076
13-12-2020,Rajasthan,4807770,4513102,,2445076
14-12-2020,Rajasthan,4821740,4526438,,2445076
15-12-2020,Rajasthan,4855362,4558033,,2445076
16-12-2020,Rajasthan,4886577,4588095,,2445076
17-12-2020,Rajasthan,4917294,4617374,,2445076
18-12-2020,Rajasthan,4944021,4643895,,2445076
19-12-2020,Rajasthan,4973056,4671821,,2445076
20-12-2020,Rajasthan,5000134,4698043,,2445076
21-12-2020,Rajasthan,5010313,4707734,,2445076
22-12-2020,Rajasthan,5041704,4737642,,2445076
23-12-2020,Rajasthan,5071192,4765887,,2445076
24-12-2020,Rajasthan,5101937,4796004,,2445076
