Date,State,TotalSamples,Negative,Positive,total_positive
15-08-2020,Puducherry,54852,45803,7354,127532
16-08-2020,Puducherry,55937,46456,7732,135264
17-08-2020,Puducherry,57025,47202,,135264
18-08-2020,Puducherry,58535,48158,,135264
19-08-2020,Puducherry,59757,48902,8752,144016
20-08-2020,Puducherry,61343,50170,9292,153308
21-08-2020,Puducherry,62413,50769,,153308
22-08-2020,Puducherry,63590,51422,10112,163420
23-08-2020,Puducherry,64652,52169,,163420
24-08-2020,Puducherry,65769,52857,,163420
25-08-2020,Puducherry,67301,53950,,163420
26-08-2020,Puducherry,68888,55120,,163420
27-08-2020,Puducherry,70226,55823,,163420
28-08-2020,Puducherry,71723,56819,,163420
29-08-2020,Puducherry,73165,57839,,163420
30-08-2020,Puducherry,75031,59102,,163420
31-08-2020,Puducherry,76105,60051,,163420
01-09-2020,Puducherry,77428,60902,,163420
02-09-2020,Puducherry,78734,61653,,163420
03-09-2020,Puducherry,80201,62654,,163420
04-09-2020,Puducherry,81705,63545,,163420
05-09-2020,Puducherry,83142,64655,,163420
06-09-2020,Puducherry,84833,65657,,163420
07-09-2020,Puducherry,85906,66500,,163420
08-09-2020,Puducherry,88060,67745,,163420
09-09-2020,Puducherry,90643,69541,,163420
10-09-2020,Puducherry,92904,71196,,163420
11-09-2020,Puducherry,95919,74136,,163420
12-09-2020,Puducherry,99480,77060,,163420
13-09-2020,Puducherry,103743,80424,,163420
14-09-2020,Puducherry,107771,83944,,163420
15-09-2020,Puducherry,113664,88166,,163420
16-09-2020,Puducherry,119720,92383,,163420
17-09-2020,Puducherry,124821,97716,23526,186946
18-09-2020,Puducherry,130099,101462,24016,210962
19-09-2020,Puducherry,135259,107765,24559,235521
20-09-2020,Puducherry,140107,111514,25030,260551
21-09-2020,Puducherry,143901,115426,25303,285854
22-09-2020,Puducherry,149501,120366,25796,311650
23-09-2020,Puducherry,155025,125215,26339,337989
24-09-2020,Puducherry,161030,130548,27007,364996
25-09-2020,Puducherry,166535,137054,27615,392611
26-09-2020,Puducherry,171561,141679,28109,420720
27-09-2020,Puducherry,176184,145800,28481,449201
28-09-2020,Puducherry,179780,149327,28773,477974
29-09-2020,Puducherry,184810,153736,29160,507134
30-09-2020,Puducherry,189568,158206,29651,536785
01-10-2020,Puducherry,194718,162652,30140,566925
02-10-2020,Puducherry,199374,166911,30654,597579
03-10-2020,Puducherry,202784,170172,30869,628448
04-10-2020,Puducherry,206509,173957,31222,659670
05-10-2020,Puducherry,209900,177219,31416,691086
06-10-2020,Puducherry,215155,181563,31823,722909
07-10-2020,Puducherry,220349,186349,32310,755219
08-10-2020,Puducherry,225018,190598,32658,787877
09-10-2020,Puducherry,230024,195147,33029,820906
10-10-2020,Puducherry,234858,199583,,820906
11-10-2020,Puducherry,239208,203658,33686,854592
12-10-2020,Puducherry,241787,206294,33875,888467
13-10-2020,Puducherry,246059,210412,34143,922610
14-10-2020,Puducherry,250582,214793,34389,956999
15-10-2020,Puducherry,255195,218965,34634,991633
16-10-2020,Puducherry,259482,223094,34921,1026554
17-10-2020,Puducherry,263481,226851,35133,1061687
18-10-2020,Puducherry,267656,230990,35310,1096997
19-10-2020,Puducherry,270189,233824,35418,1132415
20-10-2020,Puducherry,274238,237011,35624,1168039
21-10-2020,Puducherry,278193,241023,35799,1203838
22-10-2020,Puducherry,282040,244463,36011,1239849
23-10-2020,Puducherry,285824,248100,36169,1276018
24-10-2020,Puducherry,289689,251888,36297,1312315
25-10-2020,Puducherry,292567,254963,36380,1348695
26-10-2020,Puducherry,293626,256349,36524,1385219
27-10-2020,Puducherry,297195,259158,36671,1421890
28-10-2020,Puducherry,301167,262971,36773,1458663
29-10-2020,Puducherry,305068,266632,36954,1495617
30-10-2020,Puducherry,308629,270003,37103,1532720
31-10-2020,Puducherry,311807,273523,37208,1569928
01-11-2020,Puducherry,314989,276367,37304,1607232
02-11-2020,Puducherry,317809,279253,37374,1644606
03-11-2020,Puducherry,321813,282776,37523,1682129
04-11-2020,Puducherry,325632,286377,37631,1719760
05-11-2020,Puducherry,329907,288479,39772,1759532
06-11-2020,Puducherry,333733,292192,39898,1799430
07-11-2020,Puducherry,337714,295971,39971,1839401
08-11-2020,Puducherry,341534,300426,40066,1879467
09-11-2020,Puducherry,344064,302901,40129,1919596
10-11-2020,Puducherry,347785,306196,40231,1959827
11-11-2020,Puducherry,351706,309883,40346,2000173
12-11-2020,Puducherry,355251,313419,40412,2040585
13-11-2020,Puducherry,358606,317003,40487,2081072
14-11-2020,Puducherry,361101,319812,40535,2121607
15-11-2020,Puducherry,361570,320265,40560,2162167
16-11-2020,Puducherry,363331,321971,40573,2202740
17-11-2020,Puducherry,366689,325636,40645,2243385
18-11-2020,Puducherry,370307,329504,40701,2284086
19-11-2020,Puducherry,373826,332979,40770,2324856
20-11-2020,Puducherry,377294,336376,40824,2365680
21-11-2020,Puducherry,380831,339854,40889,2406569
22-11-2020,Puducherry,384417,343301,40935,2447504
23-11-2020,Puducherry,387618,346460,,2447504
24-11-2020,Puducherry,391854,350749,41014,2488518
25-11-2020,Puducherry,395113,353900,41065,2529583
26-11-2020,Puducherry,395810,354623,41086,2570669
27-11-2020,Puducherry,397419,356234,41102,2611771
28-11-2020,Puducherry,400323,359129,41148,2652919
29-11-2020,Puducherry,403249,361956,41181,2694100
30-11-2020,Puducherry,405325,364043,41214,2735314
01-12-2020,Puducherry,408641,367318,41267,2776581
02-12-2020,Puducherry,412072,370672,41327,2817908
03-12-2020,Puducherry,414952,373481,,2817908
04-12-2020,Puducherry,417259,375783,41415,2859323
05-12-2020,Puducherry,419060,377553,41459,2900782
06-12-2020,Puducherry,421165,379564,41494,2942276
07-12-2020,Puducherry,422816,381224,41520,2983796
08-12-2020,Puducherry,425700,384043,41562,3025358
09-12-2020,Puducherry,428947,386699,41580,3066938
10-12-2020,Puducherry,430517,388831,41604,3108542
11-12-2020,Puducherry,431982,390299,41647,3150189
12-12-2020,Puducherry,433791,392046,41668,3191857
13-12-2020,Puducherry,435570,393744,41717,3233574
14-12-2020,Puducherry,437551,395743,41738,3275312
15-12-2020,Puducherry,440944,399050,41776,3317088
16-12-2020,Puducherry,444444,402434,41886,3358974
17-12-2020,Puducherry,447588,405562,41886,3400860
18-12-2020,Puducherry,450501,408468,41937,3442797
19-12-2020,Puducherry,453627,411613,41982,3484779
20-12-2020,Puducherry,456079,414017,42018,3526797
21-12-2020,Puducherry,458050,415945,42032,3568829
22-12-2020,Puducherry,461245,419078,42081,3610910
23-12-2020,Puducherry,464220,422024,42115,3653025
24-12-2020,Puducherry,467228,424989,42155,3695180
25-12-2020,Puducherry,470201,427942,42184,3737364
26-12-2020,Puducherry,473586,431289,42217,3779581
27-12-2020,Puducherry,476570,434181,42265,3821846
28-12-2020,Puducherry,478398,436047,42298,3864144
29-12-2020,Puducherry,481987,439591,42340,3906484
30-12-2020,Puducherry,485332,442895,42366,3948850
31-12-2020,Puducherry,488451,445976,42402,3991252
01-01-2021,Puducherry,491519,448882,42434,4033686
02-01-2021,Puducherry,493897,451332,42444,4076130
03-01-2021,Puducherry,496376,453709,42494,4118624
04-01-2021,Puducherry,498724,455972,42523,4161147
05-01-2021,Puducherry,502458,459609,42570,4203717
06-01-2021,Puducherry,506015,463049,42604,4246321
07-01-2021,Puducherry,509392,466413,42639,4288960
08-01-2021,Puducherry,512803,469855,42659,4331619
09-01-2021,Puducherry,516036,473048,42695,4374314
10-01-2021,Puducherry,519086,476095,42725,4417039
11-01-2021,Puducherry,521149,478069,42747,4459786
12-01-2021,Puducherry,524786,481741,42765,4502551
13-01-2021,Puducherry,527788,484725,42794,4545345
14-01-2021,Puducherry,527780,484588,42837,4588182
15-01-2021,Puducherry,532468,489402,42865,4631047
16-01-2021,Puducherry,534617,491694,42881,4673928
17-01-2021,Puducherry,537161,493994,42916,4716844
18-01-2021,Puducherry,538745,495682,42939,4759783
19-01-2021,Puducherry,542508,499330,42976,4802759
20-01-2021,Puducherry,546187,502913,43007,4845766
21-01-2021,Puducherry,550551,507218,43042,4888808
22-01-2021,Puducherry,553893,510503,43064,4931872
23-01-2021,Puducherry,557189,513820,,4931872
24-01-2021,Puducherry,560235,516778,,4931872
25-01-2021,Puducherry,562668,519016,43145,4975017
26-01-2021,Puducherry,565731,522262,,4975017
27-01-2021,Puducherry,567923,524343,,4975017
28-01-2021,Puducherry,570695,527286,,4975017
29-01-2021,Puducherry,573656,530084,,4975017
30-01-2021,Puducherry,576341,532712,,4975017
31-01-2021,Puducherry,578693,535037,,4975017
01-02-2021,Puducherry,579841,536222,,4975017
02-02-2021,Puducherry,579548,535914,43390,5018407
03-02-2021,Puducherry,584300,540540,43413,5061820
04-02-2021,Puducherry,586350,542580,43452,5105272
05-02-2021,Puducherry,588451,544590,43502,5148774
06-02-2021,Puducherry,590466,546611,43537,5192311
07-02-2021,Puducherry,592495,548537,43559,5235870
08-02-2021,Puducherry,593841,549891,43585,5279455
09-02-2021,Puducherry,596527,552590,43620,5323075
10-02-2021,Puducherry,599234,555120,43639,5366714
11-02-2021,Puducherry,601600,531772,43664,5410378
12-02-2021,Puducherry,603831,560001,43683,5454061
13-02-2021,Puducherry,606413,562583,43683,5497744
14-02-2021,Puducherry,608343,564491,43691,5541435
15-02-2021,Puducherry,609743,566026,43711,5585146
16-02-2021,Puducherry,611825,568003,43731,5628877
17-02-2021,Puducherry,613649,569669,43749,5672626
18-02-2021,Puducherry,615362,571377,43769,5716395
19-02-2021,Puducherry,617198,573117,43783,5760178
20-02-2021,Puducherry,618788,574693,43812,5803990
21-02-2021,Puducherry,620331,576227,43835,5847825
22-02-2021,Puducherry,621084,576657,43840,5891665
23-02-2021,Puducherry,622216,578102,43871,5935536
24-02-2021,Puducherry,624285,580101,43899,5979435
25-02-2021,Puducherry,625920,581752,43920,6023355
26-02-2021,Puducherry,627975,583800,,6023355
27-02-2021,Puducherry,629389,585151,43960,6067315
28-02-2021,Puducherry,630827,586422,43968,6111283
01-03-2021,Puducherry,631520,587139,43977,6155260
02-03-2021,Puducherry,633005,588788,44006,6199266
03-03-2021,Puducherry,634561,590179,44020,6243286
04-03-2021,Puducherry,635847,591471,44037,6287323
05-03-2021,Puducherry,637161,592586,,6287323
06-03-2021,Puducherry,638483,593770,,6287323
07-03-2021,Puducherry,639753,594831,,6287323
08-03-2021,Puducherry,640132,595226,,6287323
09-03-2021,Puducherry,641718,596501,,6287323
10-03-2021,Puducherry,643126,597776,,6287323
11-03-2021,Puducherry,644328,598224,,6287323
12-03-2021,Puducherry,645530,599124,,6287323
14-03-2021,Puducherry,646395,600310,,6287323
15-03-2021,Puducherry,646998,600867,,6287323
16-03-2021,Puducherry,648349,,,6287323
17-03-2021,Puducherry,649639,,,6287323
18-03-2021,Puducherry,650992,603214,,6287323
19-03-2021,Puducherry,652339,604397,,6287323
20-03-2021,Puducherry,653684,605614,,6287323
21-03-2021,Puducherry,654922,606756,,6287323
22-03-2021,Puducherry,655441,607818,,6287323
23-03-2021,Puducherry,657413,608337,,6287323
24-03-2021,Puducherry,659537,610055,,6287323
25-03-2021,Puducherry,661576,611920,,6287323
26-03-2021,Puducherry,663740,613703,,6287323
27-03-2021,Puducherry,665762,615229,,6287323
28-03-2021,Puducherry,667782,,,6287323
29-03-2021,Puducherry,669246,617934,,6287323
30-03-2021,Puducherry,671689,619231,,6287323
31-03-2021,Puducherry,673821,620922,,6287323
01-04-2021,Puducherry,676176,622708,,6287323
02-04-2021,Puducherry,678772,624223,,6287323
03-04-2021,Puducherry,680074,,,6287323
04-04-2021,Puducherry,682490,627106,,6287323
05-04-2021,Puducherry,685192,628512,,6287323
06-04-2021,Puducherry,688210,630675,,6287323
07-04-2021,Puducherry,689359,632738,,6287323
08-04-2021,Puducherry,692810,633708,,6287323
09-04-2021,Puducherry,696561,636073,,6287323
10-04-2021,Puducherry,700382,638735,,6287323
11-04-2021,Puducherry,703730,641594,,6287323
12-04-2021,Puducherry,707181,644023,,6287323
13-04-2021,Puducherry,712231,646445,,6287323
14-04-2021,Puducherry,716607,650282,,6287323
15-04-2021,Puducherry,719418,653668,,6287323
16-04-2021,Puducherry,724132,655565,,6287323
17-04-2021,Puducherry,728880,659076,,6287323
18-04-2021,Puducherry,733950,662541,,6287323
19-04-2021,Puducherry,737514,666405,,6287323
20-04-2021,Puducherry,743184,669341,,6287323
21-04-2021,Puducherry,748791,673536,,6287323
22-04-2021,Puducherry,753466,677819,,6287323
23-04-2021,Puducherry,758547,680750,,6287323
24-04-2021,Puducherry,764577,684081,,6287323
25-04-2021,Puducherry,770209,688469,,6287323
26-04-2021,Puducherry,773660,692936,,6287323
27-04-2021,Puducherry,780162,695574,,6287323
28-04-2021,Puducherry,786995,700035,,6287323
29-04-2021,Puducherry,796722,704594,,6287323
30-04-2021,Puducherry,803173,,,6287323
01-05-2021,Puducherry,809704,,,6287323
02-05-2021,Puducherry,814877,742031,,6287323
03-05-2021,Puducherry,818210,745430,,6287323
04-05-2021,Puducherry,825030,747952,,6287323
05-05-2021,Puducherry,831923,752684,,6287323
06-05-2021,Puducherry,839073,752684,,6287323
07-05-2021,Puducherry,847293,762176,,6287323
08-05-2021,Puducherry,856425,767568,,6287323
09-05-2021,Puducherry,865447,773923,,6287323
10-05-2021,Puducherry,871273,780257,,6287323
11-05-2021,Puducherry,880331,784226,,6287323
12-05-2021,Puducherry,889507,789822,,6287323
13-05-2021,Puducherry,898799,795654,,6287323
14-05-2021,Puducherry,907947,801649,,6287323
15-05-2021,Puducherry,917086,807568,,6287323
16-05-2021,Puducherry,926532,814097,,6287323
17-05-2021,Puducherry,934588,820357,,6287323
18-05-2021,Puducherry,944147,825199,,6287323
19-05-2021,Puducherry,953154,831526,,6287323
20-05-2021,Puducherry,962501,837900,,6287323
21-05-2021,Puducherry,971544,844423,,6287323
22-05-2021,Puducherry,980636,850822,,6287323
23-05-2021,Puducherry,989673,857441,,6287323
24-05-2021,Puducherry,997347,863943,,6287323
25-05-2021,Puducherry,1006495,869700,,6287323
26-05-2021,Puducherry,1015527,876459,,6287323
27-05-2021,Puducherry,1025000,883006,,6287323
28-05-2021,Puducherry,1034012,889718,,6287323
29-05-2021,Puducherry,1043130,896432,,6287323
30-05-2021,Puducherry,1051567,903558,,6287323
31-05-2021,Puducherry,1058568,,,6287323
01-06-2021,Puducherry,1067108,922012,,6287323
02-06-2021,Puducherry,1076259,,,6287323
03-06-2021,Puducherry,1085293,929317,,6287323
04-06-2021,Puducherry,1094751,936516,,6287323
05-06-2021,Puducherry,1103837,944264,,6287323
06-06-2021,Puducherry,1113052,951695,,6287323
07-06-2021,Puducherry,1120783,959332,,6287323
08-06-2021,Puducherry,1129875,965670,,6287323
09-06-2021,Puducherry,1138391,973119,,6287323
10-06-2021,Puducherry,1146606,979873,,6287323
11-06-2021,Puducherry,1155765,986534,,6287323
12-06-2021,Puducherry,1164795,994218,,6287323
13-06-2021,Puducherry,1173519,1001803,,6287323
14-06-2021,Puducherry,1181176,1009037,,6287323
15-06-2021,Puducherry,1190193,1015787,,6287323
16-06-2021,Puducherry,1199383,1023364,,6287323
17-06-2021,Puducherry,1208489,1031190,,6287323
18-06-2021,Puducherry,1217174,1038858,,6287323
19-06-2021,Puducherry,1226189,1046160,,6287323
20-06-2021,Puducherry,1234603,1053794,,6287323
21-06-2021,Puducherry,1241952,1061029,,6287323
22-06-2021,Puducherry,1250794,1067182,,6287323
23-06-2021,Puducherry,1258995,1074664,,6287323
24-06-2021,Puducherry,1267886,1081549,,6287323
25-06-2021,Puducherry,1276071,1089135,,6287323
26-06-2021,Puducherry,1284089,1096058,,6287323
27-06-2021,Puducherry,1292237,1102856,,6287323
28-06-2021,Puducherry,1299488,1109646,,6287323
29-06-2021,Puducherry,1308198,1116088,,6287323
30-06-2021,Puducherry,1316296,1123586,,6287323
01-07-2021,Puducherry,1324645,,,6287323
02-07-2021,Puducherry,1332960,,,6287323
03-07-2021,Puducherry,1340668,1151363,,6287323
04-07-2021,Puducherry,1347419,,,6287323
05-07-2021,Puducherry,1353016,,,6287323
06-07-2021,Puducherry,1359847,,,6287323
02-04-2020,Punjab,1434,,37,37
08-04-2020,Punjab,2937,2614,106,143
09-04-2020,Punjab,3192,2777,130,273
10-04-2020,Punjab,3461,2972,151,424
11-04-2020,Punjab,3909,3249,158,582
12-04-2020,Punjab,4281,3590,170,752
13-04-2020,Punjab,4480,3858,176,928
14-04-2020,Punjab,4844,4047,184,1112
15-04-2020,Punjab,5193,4404,186,1298
16-04-2020,Punjab,5524,4727,197,1495
17-04-2020,Punjab,5988,5113,211,1706
18-04-2020,Punjab,6167,5354,234,1940
19-04-2020,Punjab,6607,5949,244,2184
20-04-2020,Punjab,6797,6273,245,2429
21-04-2020,Punjab,7355,6769,251,2680
22-04-2020,Punjab,7887,7100,257,2937
23-04-2020,Punjab,8757,7433,283,3220
24-04-2020,Punjab,10611,8310,298,3518
25-04-2020,Punjab,13270,9392,308,3826
26-04-2020,Punjab,14317,10497,322,4148
27-04-2020,Punjab,15516,12333,330,4478
28-04-2020,Punjab,17021,13966,342,4820
29-04-2020,Punjab,18670,15690,375,5195
30-04-2020,Punjab,21205,17286,480,5675
01-05-2020,Punjab,23176,18222,585,6260
02-05-2020,Punjab,24868,19316,772,7032
03-05-2020,Punjab,26439,20197,1102,8134
04-05-2020,Punjab,28545,21295,1232,9366
05-05-2020,Punjab,30199,23352,1451,10817
06-05-2020,Punjab,32060,24303,1526,12343
07-05-2020,Punjab,34701,28933,1644,13987
08-05-2020,Punjab,37950,31219,1731,15718
09-05-2020,Punjab,39462,33639,1762,17480
10-05-2020,Punjab,40962,35293,1823,19303
11-05-2020,Punjab,42306,37993,1877,21180
12-05-2020,Punjab,43999,39060,1914,23094
13-05-2020,Punjab,46026,40637,1924,25018
14-05-2020,Punjab,47408,42425,1935,26953
15-05-2020,Punjab,49301,44319,1932,28885
16-05-2020,Punjab,50613,46028,1946,30831
17-05-2020,Punjab,51812,47484,1964,32795
18-05-2020,Punjab,52955,48813,1980,34775
19-05-2020,Punjab,55634,50070,2002,36777
20-05-2020,Punjab,57737,51956,2005,38782
21-05-2020,Punjab,59618,53871,2028,40810
22-05-2020,Punjab,62399,55777,2029,42839
23-05-2020,Punjab,63567,57899,2045,44884
24-05-2020,Punjab,66142,60114,2060,46944
25-05-2020,Punjab,67213,62686,2081,49025
26-05-2020,Punjab,69818,64160,2106,51131
27-05-2020,Punjab,72468,66417,2139,53270
28-05-2020,Punjab,72468,67325,2158,55428
29-05-2020,Punjab,81021,,2197,57625
30-05-2020,Punjab,84497,,2233,59858
31-05-2020,Punjab,87852,,2263,62121
01-06-2020,Punjab,91113,,2301,64422
02-06-2020,Punjab,96329,,2342,66764
03-06-2020,Punjab,101036,,2376,69140
04-06-2020,Punjab,106933,,2415,71555
05-06-2020,Punjab,113542,,2461,74016
06-06-2020,Punjab,115974,,2515,76531
07-06-2020,Punjab,124266,,2608,79139
08-06-2020,Punjab,129821,,2663,81802
09-06-2020,Punjab,136343,,2719,84521
10-06-2020,Punjab,144467,,2805,87326
11-06-2020,Punjab,154498,,2887,90213
12-06-2020,Punjab,165548,,2986,93199
13-06-2020,Punjab,176533,,3063,96262
14-06-2020,Punjab,182225,,3140,99402
15-06-2020,Punjab,188699,,3267,102669
16-06-2020,Punjab,198211,,3371,106040
17-06-2020,Punjab,208408,,3497,109537
18-06-2020,Punjab,219528,,3615,113152
19-06-2020,Punjab,227012,,3832,116984
20-06-2020,Punjab,235700,,3952,120936
21-06-2020,Punjab,240803,,4074,125010
22-06-2020,Punjab,246760,,4235,129245
23-06-2020,Punjab,255380,,4397,133642
24-06-2020,Punjab,260857,,4627,138269
25-06-2020,Punjab,269037,,4769,143038
26-06-2020,Punjab,276919,,4957,147995
27-06-2020,Punjab,284431,,5056,153051
28-06-2020,Punjab,289923,,5216,158267
29-06-2020,Punjab,294448,,5418,163685
30-06-2020,Punjab,301830,,5568,169253
01-07-2020,Punjab,308998,,5668,174921
02-07-2020,Punjab,317802,,5784,180705
03-07-2020,Punjab,324054,,5937,186642
04-07-2020,Punjab,331585,,6109,192751
05-07-2020,Punjab,337789,,6283,199034
06-07-2020,Punjab,342524,,6491,205525
07-07-2020,Punjab,352363,,6749,212274
08-07-2020,Punjab,360189,,6907,219181
09-07-2020,Punjab,369425,,7140,226321
10-07-2020,Punjab,378045,,7357,233678
11-07-2020,Punjab,388494,,7587,241265
12-07-2020,Punjab,395185,,7821,249086
13-07-2020,Punjab,400944,,8178,257264
14-07-2020,Punjab,409643,,8511,265775
15-07-2020,Punjab,421593,,8799,274574
16-07-2020,Punjab,429832,,9094,283668
17-07-2020,Punjab,438793,,9442,293110
18-07-2020,Punjab,450732,,9792,302902
19-07-2020,Punjab,459900,,10100,313002
20-07-2020,Punjab,466057,,10510,323512
21-07-2020,Punjab,478421,,10889,334401
22-07-2020,Punjab,489836,,11301,345702
23-07-2020,Punjab,500562,,11739,357441
24-07-2020,Punjab,509267,,12216,369657
25-07-2020,Punjab,521906,,12684,382341
26-07-2020,Punjab,531336,,13218,395559
27-07-2020,Punjab,539371,,13769,409328
28-07-2020,Punjab,550267,,14378,423706
29-07-2020,Punjab,561121,,14946,438652
30-07-2020,Punjab,572067,,15456,454108
31-07-2020,Punjab,582573,,16119,470227
01-08-2020,Punjab,592392,,17063,487290
02-08-2020,Punjab,599651,,17853,505143
03-08-2020,Punjab,603912,,18527,523670
04-08-2020,Punjab,611609,,19015,542685
05-08-2020,Punjab,622127,,19856,562541
06-08-2020,Punjab,634271,,20891,583432
07-08-2020,Punjab,646439,,21930,605362
08-08-2020,Punjab,659284,,22928,628290
09-08-2020,Punjab,672761,,23903,652193
10-08-2020,Punjab,681321,,24889,677082
11-08-2020,Punjab,697327,,25889,702971
12-08-2020,Punjab,711260,,,702971
13-08-2020,Punjab,723357,,,702971
14-08-2020,Punjab,741834,,29013,731984
15-08-2020,Punjab,759990,,30041,762025
16-08-2020,Punjab,770873,,,762025
17-08-2020,Punjab,782463,,,762025
18-08-2020,Punjab,801990,,34400,796425
19-08-2020,Punjab,819657,,,796425
20-08-2020,Punjab,839947,,,796425
21-08-2020,Punjab,863840,,39327,835752
22-08-2020,Punjab,885950,,,835752
23-08-2020,Punjab,907160,,,835752
24-08-2020,Punjab,919614,,,835752
25-08-2020,Punjab,941939,,,835752
26-08-2020,Punjab,964051,,,835752
27-08-2020,Punjab,988119,,,835752
28-08-2020,Punjab,1007852,,,835752
29-08-2020,Punjab,1026465,,,835752
30-08-2020,Punjab,1046132,,,835752
31-08-2020,Punjab,1062667,,,835752
01-09-2020,Punjab,1081671,,,835752
02-09-2020,Punjab,1101912,,,835752
03-09-2020,Punjab,1121016,,,835752
04-09-2020,Punjab,1144008,,,835752
05-09-2020,Punjab,1168106,,,835752
06-09-2020,Punjab,1193260,,,835752
07-09-2020,Punjab,1212432,,,835752
08-09-2020,Punjab,1241120,,,835752
09-09-2020,Punjab,1269052,,,835752
10-09-2020,Punjab,1298969,,,835752
11-09-2020,Punjab,1332564,,,835752
12-09-2020,Punjab,1364940,,,835752
13-09-2020,Punjab,1391662,,,835752
14-09-2020,Punjab,1410759,,,835752
15-09-2020,Punjab,1439583,,,835752
16-09-2020,Punjab,1467301,,,835752
17-09-2020,Punjab,1496340,,,835752
18-09-2020,Punjab,1524012,,,835752
19-09-2020,Punjab,1552393,,,835752
20-09-2020,Punjab,1579113,,,835752
21-09-2020,Punjab,1599134,,,835752
22-09-2020,Punjab,1627821,,,835752
23-09-2020,Punjab,1654508,,,835752
24-09-2020,Punjab,1682723,,,835752
25-09-2020,Punjab,1713652,,,835752
26-09-2020,Punjab,1740183,,,835752
27-09-2020,Punjab,1763498,,,835752
28-09-2020,Punjab,1786627,,,835752
29-09-2020,Punjab,1810086,,,835752
30-09-2020,Punjab,1841955,,,835752
01-10-2020,Punjab,1872887,,,835752
02-10-2020,Punjab,1902976,,,835752
03-10-2020,Punjab,1928289,,,835752
04-10-2020,Punjab,1951623,,,835752
05-10-2020,Punjab,1973958,,,835752
06-10-2020,Punjab,1996719,,,835752
07-10-2020,Punjab,2025935,,,835752
08-10-2020,Punjab,2053875,,,835752
09-10-2020,Punjab,2084554,,,835752
10-10-2020,Punjab,2117713,,,835752
11-10-2020,Punjab,2145369,,,835752
12-10-2020,Punjab,2167731,,124535,960287
13-10-2020,Punjab,2189467,,,960287
14-10-2020,Punjab,2218914,,,960287
15-10-2020,Punjab,2247431,,,960287
16-10-2020,Punjab,2274772,,,960287
17-10-2020,Punjab,2300669,,,960287
18-10-2020,Punjab,2321084,,,960287
19-10-2020,Punjab,2339398,,,960287
20-10-2020,Punjab,2359842,,,960287
21-10-2020,Punjab,2385846,,,960287
22-10-2020,Punjab,2409686,,,960287
23-10-2020,Punjab,2433133,,,960287
24-10-2020,Punjab,2457574,,,960287
25-10-2020,Punjab,2478710,,,960287
26-10-2020,Punjab,2493748,,,960287
27-10-2020,Punjab,2515967,,,960287
28-10-2020,Punjab,2538610,,,960287
29-10-2020,Punjab,2561105,,,960287
30-10-2020,Punjab,2582787,,,960287
31-10-2020,Punjab,2604208,,,960287
01-11-2020,Punjab,2620786,,,960287
02-11-2020,Punjab,2630382,,,960287
03-11-2020,Punjab,2650809,,,960287
04-11-2020,Punjab,2669626,,,960287
05-11-2020,Punjab,2687429,,,960287
06-11-2020,Punjab,2706741,,,960287
07-11-2020,Punjab,2726398,,,960287
08-11-2020,Punjab,2747106,,,960287
09-11-2020,Punjab,2756807,,,960287
10-11-2020,Punjab,2779972,,,960287
11-11-2020,Punjab,2801305,,,960287
12-11-2020,Punjab,2822668,,,960287
13-11-2020,Punjab,2843699,,,960287
14-11-2020,Punjab,2864299,,,960287
15-11-2020,Punjab,2868278,,,960287
16-11-2020,Punjab,2878477,,,960287
17-11-2020,Punjab,2901513,,,960287
18-11-2020,Punjab,2922722,,,960287
19-11-2020,Punjab,2946382,,,960287
20-11-2020,Punjab,2970682,,,960287
21-11-2020,Punjab,2995244,,,960287
22-11-2020,Punjab,3015699,,,960287
23-11-2020,Punjab,3024921,,,960287
24-11-2020,Punjab,3051542,,,960287
25-11-2020,Punjab,3075865,,,960287
26-11-2020,Punjab,3103006,,,960287
27-11-2020,Punjab,3128711,,,960287
28-11-2020,Punjab,3156767,,,960287
29-11-2020,Punjab,3181773,,,960287
30-11-2020,Punjab,3193166,,,960287
01-12-2020,Punjab,3208209,,,960287
02-12-2020,Punjab,3237858,,,960287
03-12-2020,Punjab,3265505,,,960287
04-12-2020,Punjab,3295141,,,960287
05-12-2020,Punjab,3324621,,,960287
06-12-2020,Punjab,3352671,,,960287
07-12-2020,Punjab,3365119,,,960287
08-12-2020,Punjab,3395729,,,960287
09-12-2020,Punjab,3423632,,,960287
10-12-2020,Punjab,3442386,,,960287
11-12-2020,Punjab,3468629,,,960287
12-12-2020,Punjab,3494393,,,960287
13-12-2020,Punjab,3522061,,,960287
14-12-2020,Punjab,3533856,,,960287
15-12-2020,Punjab,3558306,,,960287
16-12-2020,Punjab,3583661,,,960287
17-12-2020,Punjab,3609574,,,960287
18-12-2020,Punjab,3634626,,,960287
19-12-2020,Punjab,3659116,,,960287
20-12-2020,Punjab,3675493,,,960287
21-12-2020,Punjab,3687114,,,960287
22-12-2020,Punjab,3712608,,,960287
23-12-2020,Punjab,3736616,,,960287
24-12-2020,Punjab,3762120,,,960287
25-12-2020,Punjab,3786885,,,960287
26-12-2020,Punjab,3802080,,,960287
27-12-2020,Punjab,3821222,,,960287
28-12-2020,Punjab,3832411,,,960287
29-12-2020,Punjab,3856388,,,960287
30-12-2020,Punjab,3878599,,,960287
31-12-2020,Punjab,3900473,,,960287
01-01-2021,Punjab,3921171,,,960287
